RGBXT Palette
  0,  0,  0, 0, 0
240,240,240,15, 9
224,224,  0,14, 3
  0,128, 80, 2,14
  0,176, 96,10,11
176,176,176, 7,15
224, 16, 16,12,10
144,144,144, 7, 5
112,144,224, 9,13
 80, 80,208, 1, 8
128, 64,  0, 6, 4
176,  0,  0, 4, 7
240,144, 64, 6, 6
 96, 96, 96, 8,12
112,112,112, 8, 2
128,128,128, 7, 1
Supaplex Sprites
                          0, 0, 0
 0, 0, 0, 0, 0, 0, 0, 0
 0, 0, 0, 0, 0, 0, 0, 0
 0, 0, 0, 0, 0, 0, 0, 0
 0, 0, 0, 0, 0, 0, 0, 0
 0, 0, 0, 0, 0, 0, 0, 0
 0, 0, 0, 0, 0, 0, 0, 0
 0, 0, 0, 0, 0, 0, 0, 0
 0, 0, 0, 0, 0, 0, 0, 0
                          1, 8,13
 0, 0,13,14,14,13, 0, 0
 0,14, 7, 7,15,14,13, 0
13, 7, 7, 7, 7,15,14,13
 0,11,12, 2,12, 6,10, 0
14,15,15,15,15,14,14,13
13,14,15,15,14,14,13,13
 0,13,14,14,14,13,13, 0
 0, 0,13,13,13,13, 0, 0
                          2, 2, 3
 3, 3, 3, 3, 3, 4, 4, 4
 4, 3, 3, 3, 3, 4,13, 3
 4, 4, 3, 3, 3, 4, 4, 3
 4, 4, 3, 4, 3, 3, 3, 3
 4, 3, 3, 4, 3, 3, 4, 3
 4, 4, 3, 3, 3, 4, 4, 3
 4,13, 4, 4, 4, 4,13, 3
 3, 3, 3, 4, 3, 3, 3, 3
                          3, 1, 6
 0, 0, 6, 6, 6,12, 0, 0
 0, 6, 6, 6, 6, 6, 6, 0
 6, 6, 0, 6, 6, 0, 6,11
 6, 6, 6, 6, 6, 6, 6, 6
 6,10, 6, 6, 6, 6,10, 6
11, 6,10,10,10,10, 6,10
 0,11, 6,10,10,11,11, 0
 0, 0,11,11,11,11, 0, 0
                          4,11, 9
 0, 0, 0, 4, 4, 0, 0, 0
 0, 0, 3, 1, 0, 4, 0, 0
 0, 0, 4, 0,10, 4, 0, 0
 0, 0,10, 3, 0, 0, 0, 0
 0, 8, 8, 0, 8, 6, 6, 0
 8, 1, 0,10, 0, 1,10,10
 9, 0, 0, 9,11, 0, 0,11
 0, 8, 9, 0, 0,11,11, 0
                          5, 7, 7
 0, 0, 2, 0, 2, 0, 2, 0
 7,14,14,14,14,14,13, 0
 0,14,15,15,15,14,13,12
 7,14,15,15,15,14,13, 0
 0,14,15,15,15,14,13,12
 7,14,14,14,14,14,13, 0
 0,13,13,13,13,13,13,12
 0, 7, 0, 7, 0, 7, 0, 0
                          6,15, 1
 5, 5, 5, 5, 5, 5, 5,13
 7, 5, 5, 5, 5, 5,13,13
 7, 7,14,14,14, 7,13,13
 7, 7,13,14, 7, 7,13,13
 7, 7,13, 5, 5, 7,13,13
 7, 7,14,14,14,14,13,13
 7,14,14,14,14,14,14,13
14,14,14,14,14,14,14,14
                          7,13,12
12,12,12,12,12,12,12, 6
12, 1, 1, 1, 1, 1,12, 6
12, 1, 0, 0, 0, 0, 0, 6
12, 1, 1, 1, 1,12,12, 6
12, 1, 0, 0, 0, 0,12, 6
12, 1, 1, 1, 1, 1,12, 6
12,12, 0, 0, 0, 0, 0, 6
 6, 6, 6, 6, 6, 6, 6, 6
                          8, 6,10
 9,12,12,12,12,12,12, 9
 9,12,12,12,12,12,12, 9
 9, 1, 1, 1, 1, 1, 1, 9
 9, 9, 9, 9, 9, 9, 9, 9
 9, 9, 9, 9, 9, 9, 9, 9
 9, 9, 7, 7, 7, 7, 9, 9
 9, 9, 7, 7, 9, 7, 9, 9
 9, 9, 7, 7, 7, 7, 9, 9
                          9, 4,11
14,13, 0, 0, 0, 0, 0,14
 5, 7,15, 6, 6, 6, 6, 5
 7, 7, 7,12,12,12,12, 7
15,15,15, 6, 6, 6, 6,14
14,14,14,11,11,11,11,14
14,13,13,11,11,11,11,14
13,13,13,11,11,11,11,13
13,13, 0, 0, 0, 0, 0,13
                         10, 4,11
14, 5, 7,15,14,14,13,13
13, 7, 7,15,14,13,13,13
 0,15, 7,15,14,13,13, 0
 0, 6,12, 6,11,11,11, 0
 0, 6,12, 6,11,11,11, 0
 0, 6,12, 6,11,11,11, 0
 0, 6,12, 6,11,11,11, 0
14, 5, 7,14,14,14,13,13
                         11, 4,11
13, 0, 0, 0, 0, 0,14,14
 7, 6, 6, 6, 6, 7, 5, 5
 7,12,12,12,12, 5, 5, 5
14, 6, 6, 6, 6,15,15,15
14,11,11,11,11,14,14,14
13,11,11,11,11,13,14,14
13,11,11,11,11,13,13,13
13, 0, 0, 0, 0, 0,13,13
                         12, 4,11
13, 7, 7,14,14,13,13,13
 0, 6,12, 6,11,11,11, 0
 0, 6,12, 6,11,11,11, 0
 0, 6,12, 6,11,11,11, 0
 0, 6,12, 6,11,11,11, 0
 0, 7, 5,15,14,13,13, 0
14, 5, 5,15,14,14,13,13
14, 5, 5,15,14,14,13,13
                         13, 4,11
14,13, 0, 0, 0, 0, 0,14
 5, 7,15, 6, 6, 6, 6, 5
 7, 7, 7,12,12,12,12, 7
15,15,15, 6, 6, 6, 6,14
14,14,14,11,11,11,11,14
14,13,13,11,11,11,11,14
13,13,13,11,11,11,11,13
13,13, 0, 0, 0, 0, 0,13
                         14, 4,11
14, 5, 7,15,14,14,13,13
13, 7, 7,15,14,13,13,13
 0,15, 7,15,14,13,13, 0
 0, 6,12, 6,11,11,11, 0
 0, 6,12, 6,11,11,11, 0
 0, 6,12, 6,11,11,11, 0
 0, 6,12, 6,11,11,11, 0
14, 5, 7,14,14,14,13,13
                         15, 4,11
13, 0, 0, 0, 0, 0,14,14
 7, 6, 6, 6, 6, 7, 5, 5
 7,12,12,12,12, 5, 5, 5
14, 6, 6, 6, 6,15,15,15
14,11,11,11,11,14,14,14
13,11,11,11,11,13,14,14
13,11,11,11,11,13,13,13
13, 0, 0, 0, 0, 0,13,13
                         16, 4,11
13, 7, 7,14,14,13,13,13
 0, 6,12, 6,11,11,11, 0
 0, 6,12, 6,11,11,11, 0
 0, 6,12, 6,11,11,11, 0
 0, 6,12, 6,11,11,11, 0
 0, 7, 5,15,14,13,13, 0
14, 5, 5,15,14,14,13,13
14, 5, 5,15,14,14,13,13
                         17, 5, 6
 0, 0, 0,13, 0, 0, 0, 0
 0, 0,14,13,14, 0, 0, 0
 0, 0,14,13,14, 0, 0, 0
 0, 0,13,13,13, 0, 0, 0
 0, 0, 0,15, 0, 0, 0, 0
 0, 6, 6,10, 6, 6, 0, 0
 0, 6, 0, 6, 0, 6, 0, 0
 0, 6, 6, 0, 6, 6, 0, 0
                         18,14, 2
 9, 2, 2, 2, 2, 2, 2, 9
 9, 2, 2, 2, 2, 2, 2, 9
 9, 1, 1, 1, 1, 1, 1, 9
 9, 9, 9, 9, 9, 9, 9, 9
 9, 9, 9, 9, 9, 9, 9, 9
 9, 9, 7, 7, 7, 7, 9, 9
 9, 9, 7, 7, 9, 7, 9, 9
 9, 9, 7, 7, 7, 7, 9, 9
                         19, 3,13
15,15,15,15,15,15,15,13
15, 0, 0, 4, 0, 7,13,13
15, 4, 4, 0, 0, 7,15,13
15, 0, 4, 0, 0, 7,13,13
15, 4, 0, 4, 4, 7,15,13
15,15,15,15,15,15,13,13
15, 0,13, 0,13, 2, 6,13
15,13,13,13,13,13,13,13
                         20,12, 6
 9, 6, 6, 6, 6, 6, 6, 9
 9, 6, 6, 6, 6, 6, 6, 9
 9, 1, 1, 1, 1, 1, 1, 9
 9, 9, 9, 9, 9, 9, 9, 9
 9, 9, 9, 9, 9, 9, 9, 9
 9, 9, 7, 7, 7, 7, 9, 9
 9, 9, 7, 7, 9, 7, 9, 9
 9, 9, 7, 7, 7, 7, 9, 9
                         21, 4,11
13, 7, 7,14,14,13,13,13
 0, 6,12, 6,11,11,11, 0
 0, 6,12, 6,11,11,11, 0
 0, 6,12, 6,11,11,11, 0
 0, 6,12, 6,11,11,11, 0
 0, 6,12, 6,11,11,11, 0
 0, 6,12, 6,11,11,11, 0
14, 5, 7,14,14,14,13,13
                         22, 4,11
13, 0, 0, 0, 0, 0, 0,14
 7, 6, 6, 6, 6, 6, 6, 5
 7,12,12,12,12,12,12, 7
14, 6, 6, 6, 6, 6, 6,14
14,11,11,11,11,11,11,14
13,11,11,11,11,11,11,14
13,11,11,11,11,11,11,13
13, 0, 0, 0, 0, 0, 0,13
                         23, 4,11
 0,13, 5,15,14,13,13, 0
13, 0, 6,12, 6,11, 0,14
 5, 6, 6,12, 6, 6, 6, 5
